match_no,ball_no,inning,over,batter,bowler,score,match_type,venue,location,team1,team2,toss_won,toss_decision,winner,winner_runs,winner_wickets,mom,day,month
10,32,1,5.1,Rahul Tripathi,Yash Thakur,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,33,1,5.2,Rahul Tripathi,Yash Thakur,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,34,1,5.3,Anmolpreet Singh,Yash Thakur,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,35,1,5.4,Anmolpreet Singh,Yash Thakur,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,36,1,5.5,Anmolpreet Singh,Yash Thakur,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,37,1,5.6,Anmolpreet Singh,Yash Thakur,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,38,1,6.1,Anmolpreet Singh,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,39,1,6.2,Rahul Tripathi,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,40,1,6.3,Rahul Tripathi,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,41,1,6.4,Anmolpreet Singh,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,42,1,6.5,Rahul Tripathi,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,43,1,6.6,Anmolpreet Singh,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,44,1,7.1,Anmolpreet Singh,Krunal Pandya,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,45,1,7.2,Rahul Tripathi,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,46,1,7.3,Rahul Tripathi,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,47,1,7.4,Rahul Tripathi,Krunal Pandya,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,48,1,7.5,Anmolpreet Singh,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,49,1,7.6,Aiden Markram,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,50,1,8.1,Rahul Tripathi,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,51,1,8.2,Harry Brook,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,52,1,8.3,Rahul Tripathi,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,53,1,8.4,Harry Brook,Ravi Bishnoi,2,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,54,1,8.5,Harry Brook,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,55,1,8.6,Harry Brook,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,56,1,9.1,Rahul Tripathi,Deepak Hooda,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,57,1,9.2,Washing,Deepak Hooda,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,58,1,9.3,Rahul Tripathi,Deepak Hooda,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,59,1,9.4,Washing,Deepak Hooda,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,60,1,9.5,Rahul Tripathi,Deepak Hooda,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,61,1,9.6,Rahul Tripathi,Deepak Hooda,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,62,1,10.1,Washing,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,63,1,10.2,Washing,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,64,1,10.3,Rahul Tripathi,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,65,1,10.4,Rahul Tripathi,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,66,1,10.5,Washing,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,67,1,10.6,Washing,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,68,1,11.1,Rahul Tripathi,Yash Thakur,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,69,1,11.2,Washing,Yash Thakur,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,70,1,11.3,Washing,Yash Thakur,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,71,1,11.4,Rahul Tripathi,Yash Thakur,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,72,1,11.5,Rahul Tripathi,Yash Thakur,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,73,1,11.6,Washing,Yash Thakur,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,74,1,12.1,Washing,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,75,1,12.2,Rahul Tripathi,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,76,1,12.3,Rahul Tripathi,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,77,1,12.4,Washing,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,78,1,12.5,Washing,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,79,1,12.6,Washing,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,80,1,13.1,Washing,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,81,1,13.1,Washing,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,82,1,13.2,Rahul Tripathi,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,83,1,13.3,Washing,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,84,1,13.4,Washing,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,85,1,13.5,Washing,Ravi Bishnoi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,86,1,13.6,Rahul Tripathi,Ravi Bishnoi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,87,1,14.1,Washing,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,88,1,14.2,Rahul Tripathi,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,89,1,14.3,Rahul Tripathi,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,90,1,14.4,Rahul Tripathi,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,91,1,14.5,Washing,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,92,1,14.6,Rahul Tripathi,Amit Mishra,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,93,1,15.1,Washing,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,94,1,15.2,Washing,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,95,1,15.3,Washing,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,96,1,15.4,Washing,Krunal Pandya,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,97,1,15.5,Rahul Tripathi,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,98,1,15.6,Rahul Tripathi,Krunal Pandya,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,99,1,16.1,Washing,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,100,1,16.2,Rahul Tripathi,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,101,1,16.3,Rahul Tripathi,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,102,1,16.4,Washing,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,103,1,16.5,Rahul Tripathi,Amit Mishra,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,104,1,16.6,Rahul Tripathi,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,105,1,17.1,Rahul Tripathi,Yash Thakur,2,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,106,1,17.2,Rahul Tripathi,Yash Thakur,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,107,1,17.3,Abdul Samad,Yash Thakur,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,108,1,17.4,Abdul Samad,Yash Thakur,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,109,1,17.5,Washing,Yash Thakur,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,110,1,17.6,Abdul Samad,Yash Thakur,2,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,111,1,18.1,Washing,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,112,1,18.2,Abdul Samad,Amit Mishra,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,113,1,18.3,Washing,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,114,1,18.4,Adil Rashid,Amit Mishra,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,115,1,18.5,Adil Rashid,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,116,1,18.6,Adil Rashid,Amit Mishra,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,117,1,19.1,Abdul Samad,Jaydev Unadkat,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,118,1,19.2,Abdul Samad,Jaydev Unadkat,6,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,119,1,19.3,Abdul Samad,Jaydev Unadkat,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,120,1,19.4,Abdul Samad,Jaydev Unadkat,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,121,1,19.5,Abdul Samad,Jaydev Unadkat,6,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,122,1,19.6,Abdul Samad,Jaydev Unadkat,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,1,2,0.1,Kyle Mayers,Bhuvneshwar Kumar,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,2,2,0.2,Kyle Mayers,Bhuvneshwar Kumar,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,3,2,0.3,KL Rahul,Bhuvneshwar Kumar,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,4,2,0.4,KL Rahul,Bhuvneshwar Kumar,5,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,5,2,0.4,KL Rahul,Bhuvneshwar Kumar,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,6,2,0.5,Kyle Mayers,Bhuvneshwar Kumar,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,7,2,0.6,Kyle Mayers,Bhuvneshwar Kumar,2,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,8,2,1.1,n Sundar,Washing,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,9,2,1.2,n Sundar,Washing,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,10,2,1.3,n Sundar,Washing,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,11,2,1.4,n Sundar,Washing,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,12,2,1.5,n Sundar,Washing,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,13,2,1.6,n Sundar,Washing,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,14,2,2.1,KL Rahul,Fazalhaq Farooqi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,15,2,2.2,KL Rahul,Fazalhaq Farooqi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,16,2,2.3,KL Rahul,Fazalhaq Farooqi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,17,2,2.4,KL Rahul,Fazalhaq Farooqi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,18,2,2.5,Kyle Mayers,Fazalhaq Farooqi,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,19,2,2.6,Kyle Mayers,Fazalhaq Farooqi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,20,2,3.1,KL Rahul,Aiden Markram,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,21,2,3.2,KL Rahul,Aiden Markram,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,22,2,3.3,KL Rahul,Aiden Markram,4,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,23,2,3.4,KL Rahul,Aiden Markram,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,24,2,3.5,Kyle Mayers,Aiden Markram,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,25,2,3.6,Kyle Mayers,Aiden Markram,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,26,2,4.1,Kyle Mayers,Fazalhaq Farooqi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,27,2,4.2,Kyle Mayers,Fazalhaq Farooqi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,28,2,4.3,Kyle Mayers,Fazalhaq Farooqi,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,29,2,4.4,Deepak Hooda,Fazalhaq Farooqi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,30,2,4.4,Deepak Hooda,Fazalhaq Farooqi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,31,2,4.5,KL Rahul,Fazalhaq Farooqi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,32,2,4.6,Deepak Hooda,Fazalhaq Farooqi,1,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,33,2,5.1,Deepak Hooda,Bhuvneshwar Kumar,6,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,34,2,5.2,Deepak Hooda,Bhuvneshwar Kumar,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,35,2,5.3,Deepak Hooda,Bhuvneshwar Kumar,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
10,36,2,5.4,Deepak Hooda,Bhuvneshwar Kumar,0,Group,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,SRH,LSG,SRH,bat,LSG,0,5,KH Pandya,7,4
